"","Company.Name","Category.Groups","Headquarters.Location","Status","Closed.Date","Founded.Date","Number.of.Articles","Categories","Number.of.Employees","Number.of.Founders","Number.of.Funding.Rounds","Last.Funding.Date","Last.Funding.Amount","Last.Funding.Type","Last.Equity.Funding.Amount","Total.Equity.Funding.Amount","Total.Funding.Amount","Number.of.Investors","Number.of.Lead.Investors","Stock.Exchange","Stock.Symbol","Valuation.at.IPO","Money.Raised.at.IPO","IPO.Date","foundyear"
"3845","Midfin Systems","Hardware, Information Technology, Internet Services, Privacy and Security","Redmond, Washington, United States","Operating","","2014-01-01",2,"Cloud Infrastructure, Network Security, Security","1-10",2,2,"2015-05-19",2100000,"Series Unknown",2100000,2575000,2575000,NA,NA,"","","","","",2
"3850","Madberry","Sales and Marketing, Advertising","Helsinki, Southern Finland, Finland","Operating","","2014-01-01",NA,"Advertising, Marketing","11-50",3,2,"2016-07-06",1e+06,"Series Unknown",1e+06,1e+06,1e+06,2,0,"","","","","",2
"3853","Mocar","Transportation","Beijing, Beijing, China","Operating","","2014-01-01",1,"Automotive","1-10",1,2,"2015-08-01",0,"Series A",0,11612263,11612263,3,3,"","","","","",2
"3856","Minkasu, Inc.","Apps, Commerce and Shopping, Software, Payments, Financial Services, Mobile","Milpitas, California, United States","Operating","","2014-03-01",NA,"E-Commerce, Mobile Payments, Mobile Apps","1-10",3,2,"2016-01-12",1e+06,"Seed",1e+06,1750000,1750000,3,0,"","","","","",2
"3859","Magnr","Software, Payments, Financial Services, Lending and Investments","London, England, United Kingdom","Operating","","2013-07-01",30,"Finance, Banking, Payments, Bitcoin, Financial Services, FinTech","1-10",4,2,"2014-04-01",3e+05,"Seed",3e+05,450000,450000,NA,NA,"","","","","",1
"3863","Magicflix","Platforms, Apps, Media and Entertainment, Software, Video, Mobile","Redmond, Washington, United States","Operating","","2013-10-21",7,"Mobile, Android, Apps, iOS, Video","1-10",4,2,"2015-03-12",5e+05,"Seed",5e+05,1080000,1080000,6,0,"","","","","",1
"3868","MEDArchon","Biotechnology, Science and Engineering, Health Care","Nashville, Tennessee, United States","Operating","","2012-01-01",NA,"Health Care, Medical, Biotechnology","11-50",1,2,"2014-08-27",1577640,"Series Unknown",1577640,1802640,1802640,1,1,"","","","","",0
"3870","Mogees Ltd.","Hardware, Consumer Electronics","London, England, United Kingdom","Operating","","2013-06-13",NA,"Consumer Electronics, Electronics","11-50",1,2,"2016-02-20",449205,"Angel",449205,1802983,1802983,4,0,"","","","","",1
"3882","Malhar","Software, Internet Services","Sunnyvale, California, United States","Operating","","2012-01-01",NA,"Cloud Computing, Infrastructure, Enterprise Software","1-10",0,2,"2013-05-10",7999995,"Private Equity",7999995,8749995,8749995,NA,NA,"","","","","",0
"3888","Mila","Navigation and Mapping, Data and Analytics, Internet Services, Mobile","Berlin, Berlin, Germany","Operating","","2013-01-02",15,"Mobile, Collaborative Consumption, Location Based Services","11-50",1,2,"2015-01-29",0,"Series Unknown",0,3220000,3220000,3,0,"","","","","",1
"3900","Mise","Information Technology, Food and Beverage, Payments, Internet Services, Financial Services","Brooklyn, New York, United States","Operating","","2013-01-01",NA,"Food and Beverage, Restaurants, Payments, Cloud Data Services, B2B","1-10",9,2,"2015-05-31",17500,"Seed",17500,22500,22500,NA,NA,"","","","","",1
"3901","Maieutic Enterprises Incorporated","Manufacturing, Science and Engineering","Oakville, Ontario, Canada","Operating","","2013-01-01",NA,"Manufacturing, Industrial, Nanotechnology","1-10",4,2,"2015-10-29",0,"Series Unknown",0,30000,30000,5,0,"","","","","",1
"3903","MyNetwork LLC","Community and Lifestyle, Professional Services","Bethlehem, Pennsylvania, United States","Operating","","2013-05-15",NA,"Professional Networking","",2,2,"2015-03-01",2e+05,"Seed",2e+05,7e+05,7e+05,1,0,"","","","","",1
"3954","Merolt","Travel and Tourism, Internet Services","Leipzig, Sachsen, Germany","Operating","","2014-01-01",NA,"Hotel, Internet","1-10",0,2,"2016-10-31",0,"Funding Round",0,0,0,2,0,"","","","","",2
"3968","Mangatar","Media and Entertainment, Internet Services, Mobile","Milan, Lombardia, Italy","Operating","","2012-03-01",7,"Mobile, Social Media","1-10",2,2,"2015-10-29",0,"Series Unknown",0,1216720,1216720,1,0,"","","","","",0
"3993","Midatadin","Data and Analytics, Professional Services","Tel Aviv-yafo, Tel Aviv, Israel","Operating","","2012-01-01",NA,"Big Data, Legal","1-10",3,2,"2015-07-01",0,"Seed",0,0,0,NA,NA,"","","","","",0
"4283","Ninja Van","Commerce and Shopping, Administrative Services, Transportation","Singapore, Central Region, Singapore","Operating","","2014-01-01",5,"Logistics, E-Commerce, Delivery, Transportation","101-250",4,2,"2016-04-21",3e+07,"Series B",3e+07,32500000,32500000,5,3,"","","","","",2
"4298","Nested","Real Estate, Financial Services","London, England, United Kingdom","Operating","","2015-12-01",NA,"Real Estate, Real Estate Investment, Commercial Real Estate","",3,2,"2017-03-20",0,"Series Unknown",0,11478776,11478776,7,1,"","","","","",3
"4300","New Story Charity","","San Francisco, California, United States","Operating","","2014-11-15",9,"Charity, Non Profit","1-10",4,2,"2016-01-01",1e+05,"Seed",1e+05,2e+05,2e+05,2,0,"","","","","",2
"4342","Nodexus Inc.","Biotechnology, Science and Engineering, Health Care","Berkeley, California, United States","Operating","","2014-01-01",NA,"Biotechnology, Biopharma","1-10",3,2,"2014-12-01",0,"Seed",0,0,0,4,0,"","","","","",2
"4344","Neuron Soundware","Information Technology, Data and Analytics, Software","Covent Garden, Essex, United Kingdom","Operating","","2016-02-17",NA,"Application Performance Management, Information Technology, Software","1-10",0,2,"2016-07-15",0,"Series Unknown",0,61217,61217,2,1,"","","","","",4
"4521","Onevest","Financial Services","New York, New York, United States","Operating","","2014-01-01",43,"B2B, Crowdfunding, FinTech, Finance","11-50",2,2,"2015-07-28",3e+06,"Series A",3e+06,5300000,5300000,NA,NA,"","","","","",2
"4531","OpsPanda","Software","Palo Alto, California, United States","Operating","","2014-12-01",3,"SaaS, Software","11-50",0,2,"2016-02-09",5e+06,"Series A",5e+06,6e+06,6e+06,3,2,"","","","","",2
"4535","OnOnPay","Apps, Hardware, Software, Mobile","Hanoi, NA - Vietnam, Vietnam","Operating","","2015-01-01",1,"Mobile Apps, Telecommunications, Apps","11-50",1,2,"2016-11-18",8e+05,"Seed",8e+05,8e+05,8e+05,2,1,"","","","","",3
"4548","Oneteam","Information Technology, Software, Internet Services, Messaging and Telecommunications","Tokyo, Tokyo, Japan","Operating","","2015-02-03",NA,"Email, Enterprise Software, Software","11-50",1,2,"2016-01-26",1700000,"Series A",1700000,2200000,2200000,2,1,"","","","","",3
"4578","OceanComm","Hardware, Media and Entertainment, Video, Financial Services, Lending and Investments, Mobile","Urbana, Illinois, United States","Operating","","2014-01-01",NA,"Incubators, Video, Wireless","1-10",0,2,"2016-10-19",0,"Series Unknown",0,0,0,1,0,"","","","","",2
"4686","PandoDaily","Media and Entertainment, Content and Publishing","San Francisco, California, United States","Operating","","2012-01-16",308,"News, Blogging Platforms, Digital Media","1-10",1,2,"2014-02-17",1200000,"Series A",1200000,4200000,4200000,25,3,"","","","","",0
"4688","Pillow","Travel and Tourism, Real Estate","San Francisco, California, United States","Operating","","2014-01-15",13,"Property Management, Hospitality, Real Estate","11-50",5,2,"2015-01-20",2650000,"Series Unknown",2650000,2650000,2650000,21,1,"","","","","",2
"4693","Pepper.io","Software","","Operating","","2016-04-03",NA,"Software","",1,2,"2016-09-01",0,"Seed",0,50000,50000,NA,NA,"","","","","",4
"4694","Pixvana, Inc.","Hardware, Media and Entertainment, Software, Internet Services, Video, Content and Publishing","Seattle, Washington, United States","Operating","","2015-11-10",4,"Digital Media, Augmented Reality, Virtual Reality, Video Streaming, Software, Cloud Computing","1-10",4,2,"2016-12-21",0,"Convertible Note",0,6e+06,6e+06,3,1,"","","","","",3
"4696","PerceptIn","Science and Engineering, Hardware, Software","","Operating","","2016-03-01",NA,"Software, Robotics","",1,2,"2017-02-18",8e+06,"Series A",8e+06,9600000,9600000,2,0,"","","","","",4
"4697","Perch Interactive","Hardware, Commerce and Shopping, Information Technology, Software","New York, New York, United States","Operating","","2012-06-01",12,"Information Technology, Retail Technology, Retail","1-10",1,2,"2015-04-28",1500000,"Series Unknown",1500000,1500000,1500000,8,4,"","","","","",0
"4698","Payfully","Commerce and Shopping, Information Technology, Payments, Financial Services","New York, New York, United States","Operating","","2016-01-01",NA,"E-Commerce, Information Technology, Payments","1-10",3,2,"2017-01-09",1e+05,"Seed",1e+05,4e+05,4e+05,1,0,"","","","","",4
"4706","Pingpad","Community and Lifestyle, Professional Services, Internet Services","Palo Alto, California, United States","Operating","","2014-01-01",12,"Internet, Professional Networking","1-10",4,2,"2015-09-22",1e+06,"Seed",1e+06,1e+06,1e+06,10,0,"","","","","",2
"4709","Planted","Professional Services, Mobile","New York, New York, United States","Operating","","2013-01-01",6,"Recruiting, Mobile","1-10",3,2,"2014-10-02",0,"Debt Financing",1e+05,1e+05,1e+05,8,0,"","","","","",1
"4710","PayBox","Commerce and Shopping, Software, Payments, Financial Services, Mobile","Tel Aviv, Tel Aviv, Israel","Operating","","2014-01-09",NA,"Mobile, Mobile Payments, E-Commerce, Payments","11-50",1,2,"2015-10-15",1e+06,"Seed",1e+06,1100000,1100000,NA,NA,"","","","","",2
"4716","Precision Ocular","Health Care","London, England, United Kingdom","Operating","","2014-01-01",NA,"Medical, Therapeutics, Health Care","1-10",2,2,"2016-07-19",20600000,"Series A",20600000,40047406,40047406,4,1,"","","","","",2
"4718","Prowl","Hardware, Media and Entertainment, Information Technology, Music and Audio, Data and Analytics, Software, Internet Services, Privacy and Security","San Francisco, California, United States","Operating","","2014-01-01",NA,"Internet of Things, Analytics, Music, Network Hardware, Big Data, Software, Network Security","11-50",5,2,"2015-08-30",1e+05,"Seed",1e+05,175000,175000,1,0,"","","","","",2
"4727","Purple Squirrel Eduventures","Professional Services, Education","Bombay, Maharashtra, India","Operating","","2013-09-15",5,"Education, Professional Services, Career Planning","101-250",2,2,"2015-04-09",0,"Seed",0,3e+05,3e+05,2,0,"","","","","",1
"4733","PingPong Financial","Commerce and Shopping, Payments, Financial Services","Hangzhou, Zhejiang, China","Operating","","2015-03-01",2,"Payments, E-Commerce, FinTech","101-250",1,2,"2017-03-13",0,"Series B",0,0,0,2,0,"","","","","",3
"4736","Phoodster","Apps, Food and Beverage, Software, Mobile","Stockholm, Stockholms Lan, Sweden","Operating","","2012-09-03",1,"Mobile Apps, Food and Beverage","1-10",2,2,"2016-11-15",0,"Series Unknown",0,538344,538344,NA,NA,"","","","","",0
"4737","Podozi","Commerce and Shopping, Community and Lifestyle, Consumer Goods","California, United States, North America","Operating","","2015-10-15",1,"E-Commerce, Beauty, Shopping, Lifestyle","1-10",2,2,"2016-01-17",1e+05,"Convertible Note",1e+05,120000,120000,2,1,"","","","","",3
"4739","Printr","Manufacturing, Software","Enschede, Overijssel, The Netherlands","Operating","","2013-12-07",2,"Software, 3D Printing","11-50",4,2,"2015-11-09",820000,"Seed",820000,840323,840323,2,0,"","","","","",1
"4740","Project Fixup","Financial Services","Chicago, Illinois, United States","Operating","","2012-01-01",20,"FinTech, Finance","1-10",3,2,"2013-06-05",1e+05,"Convertible Note",1e+05,1e+05,1e+05,2,0,"","","","","",0
"4741","PlayFilm","Software, Sales and Marketing, Advertising","Valencia, Comunidad Valenciana, Spain","Operating","","2014-06-24",4,"Advertising, Software","11-50",2,2,"2015-11-27",0,"Seed",0,588622,588622,1,0,"","","","","",2
"4742","Parallel Machines","Information Technology, Data and Analytics","Tel Aviv, Tel Aviv, Israel","Operating","","2014-01-01",NA,"Information Technology, Information Services, Analytics","11-50",2,2,"2015-11-03",0,"Series Unknown",0,0,0,1,1,"","","","","",2
"4745","Pecabu","Software","San Mateo, California, United States","Operating","","2013-01-01",5,"Software","11-50",2,2,"2014-01-10",1350000,"Series Unknown",1350000,1675000,1675000,NA,NA,"","","","","",1
"4749","Plants Map","Commerce and Shopping, Media and Entertainment, Data and Analytics, Community and Lifestyle, Internet Services","Spotsylvania, Virginia, United States","Operating","","2014-01-15",10,"Big Data, E-Commerce, Communities, Social Media","1-10",3,2,"2016-07-01",85000,"Convertible Note",85000,835000,835000,NA,NA,"","","","","",2
"4757","PROWLER.IO","Science and Engineering, Data and Analytics, Software","Cambridge, Cambridgeshire, United Kingdom","Operating","","2016-01-27",1,"Artificial Intelligence, Machine Learning","1-10",3,2,"2016-11-02",0,"Non-equity Assistance",0,1949985,1949985,5,0,"","","","","",4
"4763","people.io","Media and Entertainment, Sales and Marketing, Privacy and Security, Advertising","London, England, United Kingdom","Operating","","2015-10-01",6,"Marketing, Consumer, Advertising, Digital Media, Privacy","1-10",1,2,"2016-05-04",0,"Seed",0,0,0,6,0,"","","","","",3
"4774","ProspectWise","Sales and Marketing","Santa Monica, California, United States","Operating","","2016-03-22",NA,"Crowdsourcing, Local, Sales, Small and Medium Businesses","1-10",6,2,"2016-03-22",0,"Seed",0,0,0,14,0,"","","","","",4
"4777","PopUp Immo","Commerce and Shopping, Real Estate","Paris, Ile-de-France, France","Operating","","2013-07-23",13,"Real Estate, Marketplace, Commercial Real Estate","11-50",0,2,"2016-03-15",0,"Non-equity Assistance",0,0,0,2,0,"","","","","",1
"4780","Parentlane","Data and Analytics, Software, Internet Services","Bengaluru, Karnataka, India","Operating","","2015-12-09",NA,"Social Network, Internet, Machine Learning","1-10",1,2,"2016-09-23",0,"Series Unknown",0,0,0,11,2,"","","","","",3
"4793","Prosbee Inc.","Media and Entertainment, Internet Services","Tokyo, Tokyo, Japan","Closed","","2012-05-28",NA,"Social Media","1-10",1,2,"2013-05-28",2e+05,"Seed",2e+05,240000,240000,3,0,"","","","","",0
"4806","PoGo","Commerce and Shopping, Design, Mobile","","Operating","","2014-01-01",NA,"Fashion, Mobile, E-Commerce","11-50",1,2,"2016-04-21",0,"Seed",0,379339,379339,NA,NA,"","","","","",2
"4807","Prodsmart","Manufacturing, Software","Lisboa, Lisboa, Portugal","Operating","","2012-07-01",NA,"Manufacturing, Software, Enterprise Software","1-10",2,2,"2016-02-05",0,"Seed",0,222395,249612,2,2,"","","","","",0
"4820","Parallel Universe","Software","Israel, Asia","Operating","","2012-06-01",7,"Software","",2,2,"2014-07-23",0,"Seed",0,0,0,3,0,"","","","","",0
"4872","PB&B Ltd.","Biotechnology, Science and Engineering, Health Care","Lausanne, Vaud, Switzerland","Operating","","2013-01-01",NA,"Health Care, Cosmetic Surgery, Biotechnology, Health Diagnostics, Medical Device","1-10",3,2,"2016-04-20",0,"Series Unknown",0,2610529,2610529,NA,NA,"","","","","",1
"4882","Plannify","Travel and Tourism","Milano, Lombardia, Italy","Operating","","2012-11-26",1,"Hospitality","1-10",2,2,"2014-04-22",0,"Series Unknown",0,980560,980560,4,1,"","","","","",0
"5134","Qzzr","Data and Analytics, Software, Sales and Marketing, Design, Advertising","Lehi, Utah, United States","Operating","","2013-01-01",3,"Predictive Analytics, Brand Marketing, Lead Generation, Advertising, Social Media Marketing, Market Research","11-50",1,2,"2015-09-16",5500000,"Series A",5500000,8130000,8130000,7,4,"","","","","",1
"5138","Quyiyuan","Health Care, Mobile","Shanghai, Shanghai, China","Operating","","2014-05-01",NA,"Mobile, mHealth, Health Care","",0,2,"2015-09-11",4e+07,"Series B",4e+07,48500000,48500000,3,1,"","","","","",2
"5142","Quake Labs","Software, Internet Services","Mountain View, California, United States","Operating","","2012-01-01",3,"Internet, Software","1-10",3,2,"2013-07-01",1901000,"Seed",1901000,2901000,2901000,3,0,"","","","","",0
"5144","QuanCheng","Payments, Financial Services, Lending and Investments","Shanghai, Shanghai, China","Operating","","2013-11-01",NA,"Payments, Venture Capital, SaaS","",0,2,"2016-01-07",3e+07,"Series B",3e+07,3e+07,3e+07,3,2,"","","","","",1
"5148","qsays","Science and Engineering, Data and Analytics, Software","B̩gard, Bretagne, France","Operating","","2016-11-19",1,"Artificial Intelligence","1-10",1,2,"2016-12-15",0,"Seed",0,21200,21200,1,0,"","","","","",4
"5185","Rancher Labs","Information Technology, Software, Internet Services","Cupertino, California, United States","Operating","","2014-01-01",29,"Cloud Computing, Software, Information Technology","11-50",4,2,"2016-05-09",2e+07,"Series B",2e+07,3e+07,3e+07,3,3,"","","","","",2
"5186","Rokid","Science and Engineering, Hardware, Consumer Electronics, Data and Analytics, Software, Design","Hangzhou, Zhejiang, China","Operating","","2014-01-01",2,"Artificial Intelligence, Robotics, Human Computer Interaction, Consumer Electronics","51-100",2,2,"2016-11-01",5e+07,"Series B",5e+07,5e+07,5e+07,3,1,"","","","","",2
